population,fertility,HIV,CO2,BMI_male,GDP,BMI_female,child_mortality,Poli.1,Poli.2,Poli.3,Poli.4,Poli.5,Poli.6,Poli.7,Poli.8,Poli.9,Poli.10,Poli.11,Poli.12,Poli.13,Poli.14,Poli.15,Poli.16,Poli.17,Poli.18,Poli.19,Poli.20,Poli.21,Poli.22,Poli.23,Poli.24,Poli.25,Poli.26,Poli.27,Poli.28,Poli.29,life
1.0,9526453.0,1.42,0.2,6.48817388016763,26.16443,14488.0,129.7968,7.2,13527563.26,1905290.6,61809283.52524456,249254212.66679,138019251064.0,1236503114.7503998,68590461.60000001,0.284,9.213206909838034,37.1534906,20572.96,184.31145599999996,10.224,1.297634776033526,5.232886000000001,2897.6000000000004,25.95936,1.4400000000000002,169.75937131547434,94000.66317586863,842.1442074893417,46.71485193720694,379070.26184,3396.0592878239995,188.383896,1880496.0384,104313.6,934.5369599999999,70.1
1.0,10779155.0,1.82,0.2,9.79733671427737,26.75915,41641.0,121.8227,4.7,19618062.1,2155831.0,105607011.03038648,288441025.51825005,448854793355.0,1313145765.8185,50662028.5,0.36400000000000005,17.831152819984812,48.70165300000001,75786.62,221.71731400000002,8.554,1.9594673428554739,5.3518300000000005,8328.2,24.36454,0.9400000000000001,262.1684027378553,407970.89811922394,1193.5380113423976,46.047482557103635,1114277.76515,3259.871902705,125.76800500000002,5072819.0507,195712.7,572.56669,79.4
1.0,306165.0,2.91,2.4,1.3601259202571898,27.02255,8293.0,120.9224,20.1,890940.15,734796.0,416422.95237554255,8273359.02075,2539026345.0,37022206.596,6153916.5,6.984,3.9579664279484223,78.6356205,24132.63,351.884184,58.49100000000001,3.2643022086172553,64.85412,19903.2,290.21376,48.24,36.75407068644592,11279.524256692875,164.46969057970801,27.338530997169517,224098.00715,3267.63160012,543.1532550000001,1002809.4632,166689.30000000002,2430.5402400000003,70.7
1.0,8973525.0,5.27,1.2,0.5375391835148801,22.41835,1646.0,130.2723,116.3,47290476.74999999,10768230.0,4823621.301750364,201171624.18375,14770422150.0,1169001740.8575,1043620957.5,6.323999999999999,2.8328314971234176,118.14470449999999,8674.42,686.5350209999999,612.901,0.6450470202178561,26.90202,1975.1999999999998,156.32676,139.56,12.050741554750811,884.7894960654926,70.0264657766055,62.51580704278055,36900.6041,2920.490016705,2607.254105,214428.2058,191429.8,15150.66849,63.2
1.0,694990.0,2.51,0.2,0.601210310020156,22.8218,5663.0,125.1258,48.1,1744424.9,138998.0,417835.1533609082,15860922.782,3935728370.0,86961179.742,33429019.0,0.502,1.5090378781505915,57.282717999999996,14214.13,314.06575799999996,120.731,0.1202420620040312,4.56436,1132.6000000000001,25.02516,9.620000000000001,13.720701453217997,3404.6539856441436,75.22692100952004,28.918215911969504,129239.85339999999,2855.5959824399997,1097.72858,708587.4054,272390.3,6018.55098,67.6
1.0,9599916.0,3.48,0.2,1.43182915030318,24.43335,5066.0,122.4155,52.0,33407707.68,1919983.2000000002,13745439.569261901,234558107.5986,48633174456.0,1175178517.098,499195632.0,0.6960000000000001,4.982765443055066,85.028058,17629.68,426.00593999999995,180.96,0.286365830060636,4.8866700000000005,1013.2,24.4831,10.4,34.9843827695602,7253.646475435909,175.2780813489389,74.45511581576535,123779.3511,2991.020756925,1270.5342,620156.923,263432.0,6365.606,70.9
1.0,1967866.0,2.86,24.9,2.5472054915144904,22.12984,13858.0,133.1307,63.8,5628096.76,48999863.4,5012559.081764654,43548559.72144,27270687028.0,261983378.08619997,125549850.8,71.214,7.285007705731442,63.291342400000005,39633.88,380.75380199999995,182.468,63.42541673871081,551.033016,345064.19999999995,3314.95443,1588.62,56.36924997433703,35299.17370140781,339.1112501291681,162.51171035862447,306675.32272,2946.161090088,1411.883792,1844925.2406,884140.3999999999,8493.738659999999,61.2
1.0,194769696.0,1.9,0.45,2.02377283620826,25.78623,13906.0,124.8745,18.6,370062422.4,87646363.2,394169620.0813406,5022376178.08608,2708467392576.0,24321768403.152,3622716345.6000004,0.855,3.845168388795694,48.993837,26421.399999999998,237.26154999999997,35.34,0.9106977762937171,11.6038035,6257.7,56.193525,8.370000000000001,52.185471822218524,28142.585060312063,252.71762103508837,37.64217475347364,358583.31438,3220.042578135,479.62387800000005,1736504.797,258651.6,2322.6657,73.9
1.0,7513646.0,1.43,0.1,6.69013908249446,26.54286,15368.0,128.4721,13.7,10744513.78,751364.6000000001,50267336.75662817,199433653.86756,115469711728.0,965293880.2766001,102936950.19999999,0.143,9.566898887967078,37.9562898,21976.239999999998,183.715103,19.590999999999998,0.6690139082494461,2.6542860000000004,1536.8000000000002,12.847210000000002,1.37,177.57542504717892,102814.05741977486,859.4962172201366,91.6549054301741,407910.67248,3410.0169642060005,363.637182,1974359.2328,210541.59999999998,1760.06777,73.2
1.0,14709011.0,6.04,1.2,0.109419170900456,21.27157,1358.0,130.6651,130.4,88842426.44,17650813.2,1609447.7883856872,312883757.11727,19974836938.0,1921954393.2161,1918055034.4,7.247999999999999,0.6608917922387543,128.4802828,8202.32,789.2172039999999,787.616,0.13130300508054718,25.525884,1629.6,156.79811999999998,156.48,2.327517553151013,148.59123408281926,14.297266907625172,14.268259885419463,28886.79206,2779.451821207,2773.8127280000003,177443.2058,177083.2,17038.72904,59.4
1.0,8821795.0,6.48,3.5,0.0313888012897939,21.50291,723.0,134.1955,108.6,57165231.6,30876282.5,276905.5702742974,189694263.92345,6378157785.0,1183845190.9225001,958046937.0,22.68,0.20339943235786448,139.3388568,4685.04,869.5868400000002,703.7280000000001,0.10986080451427864,75.260185,2530.5,469.68425,380.09999999999997,0.6749505691423221,22.69410333252099,4.212235883484538,3.408823820071617,15546.60393,2885.5937589050004,2335.216026,97023.34650000001,78517.8,14573.631300000001,57.4
1.0,13933660.0,3.05,0.6,0.287547495737188,20.80496,2442.0,117.5528,51.5,42497663.0,8360196.0,4006589.0394534273,289889238.9536,34025997720.0,1637940747.2480001,717583490.0,1.8299999999999998,0.8770198619984234,63.455128,7448.099999999999,358.53604,157.075,0.1725284974423128,12.482976,1465.2,70.53168,30.9,5.982414146912368,702.1909845902131,33.80201325689452,14.808696030465184,50805.712320000006,2445.6813018880002,1071.45544,287063.9376,125763.0,6053.9692000000005,66.2
1.0,19570418.0,5.17,5.3,0.29554163922618,23.68173,2571.0,127.2823,113.8,101179061.06,103723215.39999999,5783873.416061539,463461355.06314003,50315544678.0,2490967815.0014,2227113568.4,27.401,1.5279502747993505,122.43454410000001,13292.07,658.049491,588.346,1.5663706878987538,125.513169,13626.3,674.59619,603.14,6.998937303911804,759.8375544505087,37.61721958647841,33.63263854393928,60885.72783,3014.2650623790005,2694.9808740000003,327242.7933,292579.8,14484.72574,56.6
1.0,33363256.0,1.68,0.2,16.350398627330502,27.4521,41468.0,118.0571,5.8,56050270.08,6672651.2,545502535.1056762,915891440.0376,1383507499808.0,3938769249.9176,193506884.79999998,0.336,27.468669693915242,46.119528,69666.23999999999,198.335928,9.744,3.2700797254661005,5.49042,8293.6,23.611420000000003,1.16,448.8527781573397,678018.3302781413,1930.28064578662,94.83231203851692,1138383.6828,3240.9153149100002,159.22218,4895591.8228,240514.4,684.73118,80.7
1.0,11139740.0,6.81,3.4,0.047839126373075,21.48569,1753.0,127.864,168.0,75861629.39999999,37875116.0,532915.4296231985,239345000.32060003,19527964220.0,1424371715.3600001,1871476320.0,23.153999999999996,0.3257844506006407,146.3175489,11937.929999999998,870.75384,1144.08,0.162653029668455,73.05134600000001,5960.2,434.7376,571.1999999999999,1.0278566391227137,83.86198853200047,6.116902054566862,8.0369732306766,37664.41457,2747.2462661600002,3609.59592,224145.592,294504.0,21481.152000000002,54.8
1.0,16645940.0,1.89,0.4,4.24025913623095,27.01542,18698.0,125.5417,8.9,31460826.599999998,6658376.0,70583099.16615222,449697060.3948,311245786120.0,2089759605.6980002,148148866.0,0.756,8.014089767476495,51.059143799999994,35339.22,237.273813,16.821,1.6961036544923802,10.806168,7479.200000000001,50.216680000000004,3.5600000000000005,114.55238147411633,79284.3653292463,532.329340402965,37.73830631245546,505134.32315999997,3391.561753014,240.437238,2347378.7066,166412.2,1117.32113,78.9
1.0,44901660.0,2.43,0.5,1.4760918200836202,24.94041,10489.0,124.0235,19.7,109111033.80000001,22450830.0,66278973.03417589,1119865810.0806,470973511740.0,5568861029.01,884562702.0,1.215,3.5869031228031973,60.6051963,25488.27,301.37710500000003,47.871,0.7380459100418101,12.470205,5244.5,62.01175,9.85,36.81433519053172,15482.727100857092,183.07007384814085,29.079008855647317,261599.96049,3093.196939635,491.326077,1300882.4915,206633.3,2443.26295,75.1
1.0,665414.0,5.05,0.06,0.1788530640781749,22.06131,1440.0,132.1354,91.2,3360340.6999999997,39924.84,119011.33278051467,14679904.53234,958196160.0,87924745.0556,60685756.800000004,0.303,0.9032079735947831,111.40961549999999,7272.0,667.28377,460.56,0.010731183844690493,1.3236785999999998,86.39999999999999,7.928124,5.4719999999999995,3.9457328910784804,257.54841227257185,23.63282116319527,16.31139944392955,31768.286399999997,2915.080021374,2011.991472,190274.976,131328.0,12050.74848,62.6
1.0,3832771.0,5.1,3.5,0.3842204768660961,21.87134,5022.0,131.6935,72.6,19547132.099999998,13414698.5,1472629.1013385442,83827837.68314,19248175962.0,504751027.6885,278259174.59999996,17.849999999999998,1.9595244320170901,111.54383399999999,25612.199999999997,671.63685,370.25999999999993,1.3447716690313365,76.54969,17577.0,460.92725,254.09999999999997,8.403416684500522,1929.5552348215347,50.59933937016523,27.894406620478577,109837.86948,2880.31331429,1587.859284,661364.757,364597.19999999995,9560.9481,58.6
1.0,4429506.0,1.91,0.3,1.9119334188978503,26.47897,12219.0,121.35,10.3,8460356.459999999,1328851.8,8468920.550608542,117288756.48882,54124133814.0,537520553.1,45623911.800000004,0.573,3.651792830094894,50.5748327,23338.289999999997,231.77849999999998,19.673000000000002,0.5735800256693551,7.943690999999999,3665.7,36.404999999999994,3.0900000000000003,50.62602764099361,23361.914445512833,232.01312038325412,19.69291421464786,323546.53443,3213.2230095,272.73339100000004,1482775.65,125855.70000000001,1249.905,79.7
1.0,19261647.0,4.91,3.7,0.361896602941861,22.56469,2854.0,131.5237,116.9,94574686.77,71268093.9,6970724.616365287,434633093.44443,54972740538.0,2533363081.5339,2251686534.3,18.167,1.7769123204445376,110.7926279,14013.140000000001,645.7813669999999,573.979,1.3390174308848857,83.489353,10559.800000000001,486.63768999999996,432.53000000000003,8.166084657436182,1032.8529047960712,47.59798023634444,42.30571288390355,64399.62525999999,2967.7915181529997,2637.812261,375368.63979999995,333632.60000000003,15375.12053,55.9
1.0,4344151.0,1.43,0.06,5.28790257621164,26.596290000000003,21873.0,130.3921,5.9,6212135.93,260649.06,22971447.264352374,115538299.79979001,95019614823.0,566442971.6071,25630490.900000002,0.08579999999999999,7.561700683982645,38.0326947,31278.39,186.460703,8.437,0.3172741545726984,1.5957774000000002,1312.3799999999999,7.823525999999999,0.354,140.6385904086719,115662.2930494772,689.5007215076458,31.198625199648678,581740.6511700001,3467.9461053090004,156.91811100000004,2852066.4033,129050.70000000001,769.31339,76.5
1.0,11290239.0,1.5,0.1,2.7017771665481,25.06867,17765.0,126.0594,6.3,16935358.5,1129023.9000000001,30503709.935070854,283031275.71213,200571095835.0,1423240754.1966,71128505.7,0.15000000000000002,4.05266574982215,37.603005,26647.5,189.0891,9.45,0.27017771665481,2.506867,1776.5,12.60594,0.63,67.72996020172937,47997.071363726995,340.5844085487536,17.02119614925303,445344.92255,3160.141498998,157.932621,2239445.241,111919.5,794.17422,77.8
1.0,5495302.0,1.89,0.2,8.54150780114596,26.13287,45017.0,119.5815,4.3,10386120.78,1099060.4000000001,46938164.902652994,143608012.77674,247382010134.0,657136456.113,23629798.599999998,0.378,16.143449744165864,49.3911243,85082.12999999999,226.009035,8.126999999999999,1.708301560229192,5.226574,9003.4,23.916300000000003,0.86,223.2141129713332,384513.0566841877,1021.4063151227356,36.72848354492763,1176423.40879,3125.007793905,112.371341,5383200.3855,193573.1,514.20045,78.7
1.0,809639.0,3.76,2.6,0.612799523785036,23.38403,2502.0,129.3376,81.0,3044242.6399999997,2105061.4,496146.39363779273,18932622.66517,2025716778.0,104716765.12640001,65580759.0,9.776,2.304126209431735,87.9239528,9407.519999999999,486.309376,304.56,1.5932787618410937,60.798478,6505.2,336.27776000000006,210.6,14.329722448174994,1533.22440851016,79.25801968749947,49.63676142658792,58506.84306,3024.434318528,1894.10643,323602.6752,202662.0,10476.3456,61.0
1.0,14447600.0,2.73,0.4,2.1105178014248,25.58841,9244.0,122.9864,26.8,39441948.0,5779040.0,30491916.98786494,369691112.316,133553614400.0,1776858312.64,387195680.0,1.092,5.761713597889704,69.8563593,25236.12,335.752872,73.164,0.8442071205699201,10.235364,3697.6000000000004,49.19456,10.72,54.004794815156366,19509.62655637085,259.56498653315106,56.561877078184644,236539.26204,3147.026427624,685.769388,1136886.2816,247739.2,3296.0355200000004,74.0
1.0,78976122.0,2.95,0.06,2.51239420485077,26.73243,9974.0,125.0931,31.4,232979559.9,4738567.319999999,198419151.23438743,2111223653.0364602,787707840828.0,9879367926.9582,2479850230.7999997,0.177,7.411562904309772,78.8606685,29423.300000000003,369.024645,92.63,0.1507436522910462,1.6039458,598.4399999999999,7.505586,1.884,67.16240221357887,25058.619799181582,314.2831795068179,78.88917803231418,266629.25682,3344.0425392330003,839.398302,1247678.5794000002,313183.6,3927.92334,70.1
1.0,6004199.0,2.32,0.8,1.06776463433017,26.36751,7450.0,119.9321,21.6,13929741.68,4803359.2,6411071.349680573,158315777.17449,44731282550.0,720096194.8879,129690698.4,1.8559999999999999,2.4772139516459943,61.1726232,17284.0,278.242472,50.112,0.8542117074641361,21.094008000000002,5960.0,95.94568000000001,17.28,28.154294673347103,7954.846525759767,128.0592549009494,23.063716101531675,196437.9495,3162.310846071,569.538216,893494.145,160920.0,2590.5333600000004,74.1
1.0,686223.0,5.31,4.7,6.798253229396759,23.7664,40143.0,132.0392,118.4,3643844.13,3225248.1,4665117.725836332,16309050.3072,27547049889.0,90608335.9416,81248803.2,24.957,36.09872464809679,126.199584,213159.33,701.1281519999999,628.704,31.95179017816477,111.70208000000001,188672.1,620.58424,556.48,161.57000555113515,272902.2793876741,897.6359178069646,804.9131823605763,954054.5952,3138.09644288,2813.94176,5300449.605599999,4752931.2,15633.441280000001,56.7
1.0,4500638.0,5.16,0.8,0.0837456441990509,20.88509,1088.0,125.7948,60.4,23223292.080000002,3600510.4000000004,376908.828616728,93996229.68742001,4896694144.0,566156857.0824,271838535.2,4.128,0.43212752406710264,107.76706440000001,5614.08,649.101168,311.664,0.06699651535924071,16.708072,870.4000000000001,100.63584,48.32,1.749035316205156,91.11526088856738,10.534766562890766,5.058236909622674,22722.97792,2627.235719532,1261.459436,136864.7424,65715.2,7598.00592,60.4
1.0,1339941.0,1.62,1.2,13.0313788748608,26.26446,24743.0,129.5161,5.5,2170704.42,1607929.2,17461278.84095986,35192826.79686,33154160163.0,173543932.5501,7369675.5,1.944,21.1108337772745,42.548425200000004,40083.66,209.816082,8.91,15.63765464983296,31.517352,29691.6,155.41932,6.6,342.2621292036265,322435.40750068077,1687.7733694943588,71.6725838117344,649861.5337799999,3401.6704278059997,144.45453,3204616.8622999997,136086.5,712.3385499999999,74.0
1.0,843206.0,2.74,0.1,1.27777955576417,26.53078,7129.0,127.4768,24.0,2310384.4400000004,84320.6,1077431.3880976827,22370912.88068,6011215574.0,107489202.6208,20236944.0,0.274,3.5011159827938263,72.6943372,19533.460000000003,349.28643200000005,65.76,0.127777955576417,2.6530780000000003,712.9000000000001,12.74768,2.4000000000000004,33.90048828247693,9109.290453042768,162.88724887423794,30.66670933834008,189137.93062,3382.058935904,636.7387200000001,908782.1072,171096.0,3059.4431999999997,65.7
1.0,5314170.0,1.85,0.1,10.6441142837652,26.733390000000004,42122.0,126.5645,3.3,9831214.5,531417.0,56564632.80335651,142065779.13630003,223843468740.0,672585268.965,17536761.0,0.18500000000000003,19.691611424965622,49.45677150000001,77925.7,234.144325,6.1049999999999995,1.06441142837652,2.6733390000000004,4212.2,12.65645,0.33,284.5532583524658,448351.38186075777,1347.1670022676005,35.12557713642516,1126063.85358,3383.4981386550003,88.22018700000001,5331149.869,139002.6,417.66284999999993,79.4
1.0,62309529.0,1.97,0.4,5.9990207264502295,25.85329,37505.0,120.0146,4.3,122749772.13,24923811.6,373796155.92635167,1610906323.00041,2336918885145.0,7478053199.1234,267930974.7,0.788,11.818070831106953,50.9309813,73884.85,236.428762,8.471,2.3996082905800917,10.341316,15002.0,48.005840000000006,1.72,155.09442255692846,224993.27234551587,719.9700728766337,25.795789123735986,969627.64145,3102.772258034,111.169147,4501147.573,161271.5,516.06278,81.0
1.0,1473741.0,4.28,5.3,1.07953931688168,24.0762,15800.0,130.3625,68.0,6307611.48,7810827.3,1590961.352400524,35482083.0642,23285107800.0,192120561.1125,100214388.0,22.684,4.620428276253591,103.046136,67624.0,557.9515000000001,291.04,5.721558379472904,127.60386,83740.0,690.92125,360.4,25.991204501106704,17056.721206730545,140.73144419698804,73.40867354795424,380403.96,3138.6336225000005,1637.1816,2059727.5000000002,1074400.0,8864.650000000001,57.5
1.0,1586749.0,5.8,1.7,0.251002328494815,21.65029,1566.0,130.208,87.4,9203144.2,2697473.3,398277.69373681926,34353576.007209994,2484848934.0,206607413.792,138681862.60000002,9.86,1.455813505269927,125.57168199999998,9082.8,755.2063999999999,506.92,0.4267039584411855,36.805493,2662.2,221.3536,148.58,5.434273202588008,393.06964642288034,32.682511188652875,21.937603510446834,33904.354139999996,2819.0409603199996,1892.235346,203905.728,136868.40000000002,11380.1792,62.2
1.0,4343290.0,1.79,0.1,1.4194297793045,25.54942,5900.0,130.5789,19.3,7774489.100000001,434329.0,6164995.166155443,110968540.3918,25625411000.0,567142030.581,83825497.0,0.17900000000000002,2.540779304955055,45.7334618,10561.0,233.736231,34.547000000000004,0.14194297793045002,2.5549420000000005,590.0,13.05789,1.9300000000000002,36.26560759195798,8374.63569789655,185.34757920882438,27.394994740576852,150741.578,3336.215159238,493.103806,770415.51,113870.0,2520.17277,72.1
1.0,80665906.0,1.37,0.1,9.497246756545971,27.165090000000006,41199.0,124.9044,4.4,110512291.22000001,8066590.600000001,766104014.1223422,2191296596.4215407,3323354661294.0,10075526589.3864,354929986.40000004,0.137,13.011228056467981,37.21617330000001,56442.630000000005,171.11902800000001,6.028000000000001,0.9497246756545972,2.7165090000000007,4119.900000000001,12.49044,0.44000000000000006,257.9935628937795,391277.06912293745,1186.2479077783205,41.78788572880228,1119174.5429100003,3393.0392673960005,119.52639600000003,5145936.3756,181275.6,549.5793600000001,80.0
1.0,23115919.0,4.19,1.8,0.36660084873269,22.84247,2907.0,128.2953,79.9,96855700.61000001,41608654.2,8474315.524636114,528024686.27993,67197976533.0,2965663762.8807,1846961928.1000001,7.542000000000001,1.5360575561899712,95.7099493,12180.330000000002,537.557307,334.78100000000006,0.659881527718842,41.116445999999996,5232.6,230.93154,143.82000000000002,8.374068889151008,1065.7086672659298,47.03316586841508,29.291407813741934,66403.06029,2930.581541391,1825.113353,372954.4371,232269.30000000002,10250.79447,62.7
1.0,11161755.0,1.46,0.1,8.66123553121303,26.33786,32197.0,122.9342,4.9,16296162.299999999,1116175.5,96674588.9966947,293976740.5443,359375025735.0,1372161421.5210001,54692599.50000001,0.146,12.645403875571024,38.4532756,47007.619999999995,179.483932,7.154,0.8661235531213031,2.633786,3219.7000000000003,12.293420000000001,0.49000000000000005,228.11840884811443,278865.80039846594,1064.762061041249,42.440054102943854,848000.0784199999,3237.823748812,129.05551400000002,3958112.4374,157765.30000000002,602.3775800000001,79.5
1.0,14106687.0,4.12,0.8,0.835594820071747,25.29947,6960.0,120.9596,36.9,58119550.440000005,11285349.600000001,11787474.585573453,356891704.55588996,98182541520.0,1706339216.8451998,520536750.29999995,3.2960000000000003,3.4426506586955976,104.2338164,28675.2,498.353552,152.028,0.6684758560573977,20.239576,5568.0,96.76768,29.52,21.14010608256056,5815.73994769936,101.07321519795049,30.833448860647465,176084.3112,3060.213771412,933.550443,841878.816,256824.0,4463.40924,70.8
1.0,10427356.0,5.34,1.4,0.126964400102799,22.52449,1230.0,132.2765,121.0,55682081.04,14598298.399999999,1323902.9991983217,234870875.94844002,12825647880.0,1379294155.934,1261710076.0,7.475999999999999,0.6779898965489466,120.2807766,6568.2,706.35651,646.14,0.1777501601439186,31.534285999999998,1722.0,185.1871,169.39999999999998,2.859808360471495,156.16621212644276,16.79440647019789,15.362692412438678,27705.1227,2979.460701485,2725.46329,162700.095,148830.0,16005.4565,58.3
1.0,1561293.0,5.25,2.5,0.156376432466591,21.64338,1326.0,130.7627,127.6,8196788.25,3903232.5,244149.42937506127,33791657.69034,2070274518.0,204158888.1711,199220986.79999998,13.125,0.8209762704496028,113.627745,6961.5,686.504175,669.9,0.3909410811664775,54.108450000000005,3315.0,326.90675,319.0,3.3845145509187664,207.35514945069966,20.448204525699097,19.95363278273701,28699.121880000002,2830.146805926,2761.695288,173391.3402,169197.6,16685.320519999997,51.3
1.0,748096.0,2.74,1.2,2.07341531196141,23.68465,5208.0,125.1512,41.9,2049783.0400000003,897715.2,1551113.7012170828,17718391.926400002,3896083968.0,93625112.1152,31345222.4,3.2880000000000003,5.681157954774263,64.89594100000001,14269.920000000002,342.91428800000006,114.80600000000001,2.4880983743536915,28.421580000000002,6249.599999999999,150.18144,50.279999999999994,49.10811596844681,10798.346944695022,259.4904143903448,86.87610157118307,123349.6572,2964.16236908,992.386835,651787.4496,218215.19999999998,5243.83528,63.0
1.0,9705130.0,3.5,2.0,0.24930675467243,23.66302,1600.0,125.3461,83.3,33967955.0,19410260.0,2419554.4639740405,229652685.2926,15528208000.0,1216500195.493,808437329.0,7.0,0.872573641353505,82.82057,5600.0,438.71135000000004,291.55,0.49861350934486,47.32604,3200.0,250.6922,166.6,5.899350721948804,398.890807475888,31.24962940184588,20.767252664213416,37860.832,2966.0672712220003,1971.1295659999998,200553.76,133280.0,10441.33013,61.7
1.0,7259470.0,3.27,0.8,1.1874535163184798,25.10872,4391.0,122.9621,26.5,23738466.9,5807576.0,8620283.178108515,182275999.57840002,31876332770.0,892639676.087,192375955.0,2.616,3.882972998361429,82.1055144,14358.57,402.086067,86.655,0.9499628130547839,20.086976000000003,3512.8,98.36968000000002,21.200000000000003,29.815437854256142,5214.108390154445,146.01177801890455,31.467518182439715,110252.38952000001,3087.4209395120006,665.38108,539926.5811000001,116361.5,3258.4956500000003,70.9
